iter	Logloss
0	0.6839928897
1	0.6713225436
2	0.6570501252
3	0.6429247731
4	0.6283054237
5	0.6189436046
6	0.6066261104
7	0.5978850978
8	0.5884734227
9	0.576495255
10	0.5657439896
11	0.5529092595
12	0.5431582457
13	0.534004391
14	0.5256289624
15	0.514867849
16	0.5060964192
17	0.4975974635
18	0.4896580201
19	0.4808661176
20	0.4728833522
21	0.4670331328
22	0.4586943764
23	0.4529254927
24	0.4463765962
25	0.4399720859
26	0.4358428692
27	0.4302543382
28	0.4225903962
29	0.4168486034
30	0.4101982873
31	0.4014033911
32	0.3934872013
33	0.3879963683
34	0.3796227644
35	0.3710855489
36	0.3648911952
37	0.3578649483
38	0.3518565685
39	0.3458127978
40	0.3391954079
41	0.3340138153
42	0.3306026389
43	0.3270423173
44	0.321471876
45	0.3166711243
46	0.31172588
47	0.308060913
48	0.2996547416
49	0.2952547709
50	0.2925413062
51	0.2883862874
52	0.2835796599
53	0.278957973
54	0.2734403773
55	0.2687781657
56	0.2656691925
57	0.2604322648
58	0.2569468681
59	0.2531211915
60	0.2496543723
61	0.244856467
62	0.2402583273
63	0.2364667321
64	0.2337076828
65	0.2313511852
66	0.2278543189
67	0.22474282
68	0.2215297011
69	0.2184324317
70	0.2148599637
71	0.212878997
72	0.2102574547
73	0.2084189971
74	0.2058174437
75	0.2027046955
76	0.1995542247
77	0.1967199859
78	0.1942178298
79	0.1920057542
80	0.1894674319
81	0.1869135702
82	0.1841156905
83	0.1817595005
84	0.1794132718
85	0.1773374448
86	0.1743384129
87	0.1724405794
88	0.1702905786
89	0.1685128428
90	0.1665757699
91	0.1637752926
92	0.1616054549
93	0.1589943476
94	0.1570091065
95	0.155318489
96	0.1545800009
97	0.1525085156
98	0.1513375739
99	0.1493952257
100	0.1475854172
101	0.1457521089
102	0.1436436624
103	0.1423545383
104	0.1411979089
105	0.1394887602
106	0.1378701439
107	0.1366080657
108	0.1349649365
109	0.1338414925
110	0.1318650084
111	0.1301357006
112	0.1286253505
113	0.1271266034
114	0.1258753286
115	0.1249357369
116	0.1235773756
117	0.1222050997
118	0.1210761526
119	0.1198149678
120	0.1189849113
121	0.1177482138
122	0.1164566201
123	0.1154901898
124	0.1135633782
125	0.1125809434
126	0.1118820788
127	0.1107498822
128	0.1096050151
129	0.108164452
130	0.1069612877
131	0.1058492138
132	0.1047350944
133	0.1039869798
134	0.102947717
135	0.1019476132
136	0.1010881789
137	0.1001294794
138	0.09949160799
139	0.09831343551
140	0.0973566727
141	0.09638750857
142	0.09531766618
143	0.09462136772
144	0.09374747034
145	0.09240915417
146	0.09144709256
147	0.09082637837
148	0.0899852426
149	0.08884747336
150	0.0881855778
151	0.08739842656
152	0.08655410701
153	0.08584069555
154	0.08513526603
155	0.0842794718
156	0.08344170792
157	0.08274696154
158	0.08173018187
159	0.08082257693
160	0.08009521403
161	0.07924453698
162	0.07837021971
163	0.07760245729
164	0.07706320614
165	0.07644245736
166	0.07573817235
167	0.0748108632
168	0.07420360726
169	0.07343784507
170	0.07280028267
171	0.07213088895
172	0.07152763488
173	0.0708302987
174	0.07008310905
175	0.06923847955
176	0.06852859722
177	0.06795750261
178	0.06736553664
179	0.06675751789
180	0.06607745322
181	0.06535370545
182	0.06471085886
183	0.06406449746
184	0.06351105061
185	0.06283732228
186	0.06193074697
187	0.06135558472
188	0.06080848382
189	0.06024013128
190	0.05946337225
191	0.05905005367
192	0.05851124017
193	0.05806493556
194	0.05756602427
195	0.05680857571
196	0.0563121537
197	0.05580079524
198	0.05540831672
199	0.05487636474
200	0.05439105035
201	0.05387847711
202	0.05329153828
203	0.05288281392
204	0.05227034213
205	0.05174007646
206	0.05129320857
207	0.05079316927
208	0.05041461513
209	0.05001655631
210	0.04937444195
211	0.04890240961
212	0.04845340885
213	0.04787322826
214	0.04753331984
215	0.04705202307
216	0.04665684454
217	0.04616240677
218	0.04578959214
219	0.04543682895
220	0.0450116773
221	0.04461896146
222	0.0441979675
223	0.04384629446
224	0.04327165043
225	0.04293589166
226	0.04261729788
227	0.04215978102
228	0.04193446771
229	0.04154271864
230	0.04114719847
231	0.04082071899
232	0.04035384687
233	0.0399066618
234	0.03944814246
235	0.03918958086
236	0.03892266829
237	0.03863577357
238	0.03828129456
239	0.03793343801
240	0.03746717398
241	0.03707200325
242	0.0367603994
243	0.03640498576
244	0.03607046144
245	0.035763209
246	0.03552173095
247	0.03528073878
248	0.03480669991
249	0.03449636762
250	0.03423354923
251	0.03389895848
252	0.03360576358
253	0.03336371489
254	0.03308482694
255	0.03279506481
256	0.0324653049
257	0.03220132239
258	0.03194834556
259	0.03167517704
260	0.03147197039
261	0.03108518921
262	0.03083497291
263	0.03060505477
264	0.03042093154
265	0.0302005104
266	0.02995637992
267	0.02969512865
268	0.02942916432
269	0.02923851091
270	0.02906996383
271	0.02875028263
272	0.02847566215
273	0.02825319384
274	0.02800889213
275	0.02777072969
276	0.02758820695
277	0.02741446985
278	0.02716222502
279	0.02699257526
280	0.02680189436
281	0.02657052383
282	0.02632768361
283	0.02605916763
284	0.02585708161
285	0.02568953021
286	0.02552065239
287	0.0253734815
288	0.025206308
289	0.02497863804
290	0.02474232621
291	0.02456508442
292	0.02444299387
293	0.0242541191
294	0.02409505799
295	0.02389451453
296	0.02379201318
297	0.02360613049
298	0.02344953075
299	0.02330223108
300	0.02307080341
301	0.02286120936
302	0.02262705081
303	0.02240535335
304	0.02223782858
305	0.02205896666
306	0.02188675995
307	0.02176296374
308	0.02166671948
309	0.02151683923
310	0.02137134043
311	0.02123302026
312	0.02111538385
313	0.02100874682
314	0.02088590503
315	0.02076188591
316	0.02063751629
317	0.02049877413
318	0.02032602364
319	0.02019656554
320	0.02008001585
321	0.01998498681
322	0.01985837531
323	0.01975790812
324	0.01956297348
325	0.01948168381
326	0.01936301018
327	0.0192479898
328	0.01910476113
329	0.01897314481
330	0.01889258125
331	0.01875491069
332	0.01865682033
333	0.01858483437
334	0.0184873065
335	0.01833812141
336	0.01826011179
337	0.01815663737
338	0.01806961094
339	0.01798091522
340	0.01790804665
341	0.01781186753
342	0.01774495975
343	0.01768522238
344	0.01759905637
345	0.01750962968
346	0.01743651784
347	0.01735516334
348	0.01725495542
349	0.01717149236
350	0.01711020895
351	0.01701057475
352	0.01694966025
353	0.01688832992
354	0.01684078957
355	0.01678455184
356	0.01672059029
357	0.01663736242
358	0.01655424511
359	0.01648457264
360	0.01641739078
361	0.01632458682
362	0.01623857431
363	0.01618997728
364	0.01611334114
365	0.01603571924
366	0.01594937901
367	0.01587156696
368	0.01580775344
369	0.01573610537
370	0.01566055026
371	0.01557590595
372	0.01544495192
373	0.01539447969
374	0.01533948718
375	0.01528763768
376	0.01514700642
377	0.01508535502
378	0.01502761422
379	0.01498499127
380	0.01489304049
381	0.01484725354
382	0.01477319253
383	0.01472983387
384	0.01468991404
385	0.01464022698
386	0.01455446834
387	0.01450318943
388	0.01443155656
389	0.01433779486
390	0.01423713606
391	0.01417721176
392	0.01411855134
393	0.01406077144
394	0.01398106847
395	0.01393306713
396	0.01384576732
397	0.01378756679
398	0.01370934078
399	0.01365322032
400	0.01360083717
401	0.01353280827
402	0.01348261595
403	0.01343982052
404	0.01338899621
405	0.01334261882
406	0.01328275937
407	0.01319999166
408	0.01316031339
409	0.01310826149
410	0.01307890733
411	0.01303324425
412	0.01299954434
413	0.01294455068
414	0.01286174283
415	0.01275708187
416	0.01270268391
417	0.01265678542
418	0.01262273015
419	0.01257327425
420	0.01253609464
421	0.01247943553
422	0.01243608652
423	0.01236816791
424	0.01231998593
425	0.01226503662
426	0.0122118599
427	0.01215701935
428	0.01206366345
429	0.0120282485
430	0.01199108365
431	0.01194250748
432	0.01190425664
433	0.01185911232
434	0.01181972849
435	0.01174722805
436	0.01170531707
437	0.01167326644
438	0.01160737147
439	0.01157110003
440	0.01154379796
441	0.01151168413
442	0.01148096851
443	0.01144207368
444	0.01141261151
445	0.01136728746
446	0.01131541565
447	0.01126964206
448	0.01122176361
449	0.01118017314
450	0.01113312293
451	0.0111051424
452	0.01104982285
453	0.01100522602
454	0.01097494547
455	0.01094416167
456	0.01091269034
457	0.01087708901
458	0.01084442522
459	0.01078864591
460	0.01076157308
461	0.01072903697
462	0.01069497071
463	0.01066679901
464	0.01062755003
465	0.01059401449
466	0.01057689241
467	0.0105316359
468	0.01050232478
469	0.01045672106
470	0.01041633596
471	0.0103927357
472	0.01034206216
473	0.01026600834
474	0.01023002378
475	0.01020385266
476	0.01017226724
477	0.0101335343
478	0.01008868634
479	0.01006169756
480	0.0100314767
481	0.01000492385
482	0.009965316095
483	0.009931903199
484	0.009904209047
485	0.009866525286
486	0.009828156173
487	0.009797538091
488	0.009775707083
489	0.009742849546
490	0.009716743345
491	0.009664638344
492	0.009640987434
493	0.009605122613
494	0.009583620355
495	0.009554829182
496	0.009524247339
497	0.009493536355
498	0.009470896975
499	0.009437245246
