,feature len,auc,acc,acc_std,f1,sensitivity,specificity,PPV,NPV
0,1,0.6625850340136055,0.5835164835164834,0.09572291364058676,0.5711780947810359,0.6023809523809522,0.5642857142857143,0.6002777777777777,0.5862698412698413
1,2,0.7425170068027211,0.6593406593406592,0.0877593300418384,0.6533355614973262,0.6928571428571428,0.6261904761904762,0.6647222222222221,0.6841269841269841
2,3,0.7482993197278911,0.6604395604395604,0.08964261344744616,0.6566645854145853,0.6761904761904762,0.6476190476190476,0.6766269841269841,0.658531746031746
3,4,0.7472789115646259,0.6747252747252748,0.07821177623131804,0.6691985465514877,0.6738095238095239,0.6761904761904762,0.6941666666666667,0.6755555555555556
4,5,0.7554421768707484,0.682967032967033,0.11390851861258337,0.6789288162817574,0.7047619047619047,0.6619047619047619,0.6855952380952381,0.6986507936507936
5,6,0.7384353741496599,0.7434065934065934,0.05780412444501919,0.7382571350218409,0.7642857142857143,0.7214285714285713,0.7566666666666666,0.7601190476190476
6,7,0.8040816326530612,0.7340659340659341,0.08397790406392439,0.7284371265988913,0.7333333333333333,0.7333333333333334,0.7596428571428571,0.7433730158730159
7,8,0.8367346938775511,0.7197802197802199,0.06221717125078033,0.7145117382617382,0.7190476190476189,0.719047619047619,0.7373015873015872,0.7305952380952381
8,9,0.8299319727891156,0.7346153846153846,0.06552836109008771,0.7293083387201034,0.7666666666666666,0.7047619047619048,0.7557936507936508,0.7472619047619047
9,10,0.8476190476190476,0.7571428571428571,0.0605116674982614,0.7529424741924742,0.7809523809523808,0.7357142857142857,0.7827380952380952,0.7642063492063491
10,11,0.8605442176870749,0.8027472527472528,0.09560544818586074,0.7992299367299368,0.8119047619047619,0.8023809523809524,0.8436507936507937,0.8025
11,12,0.8850340136054422,0.810989010989011,0.09260229747831542,0.808914418914419,0.7952380952380952,0.8333333333333334,0.8565476190476191,0.7998809523809524
12,13,0.8891156462585034,0.832967032967033,0.09812475106375514,0.8311401098901099,0.8428571428571429,0.830952380952381,0.8518253968253969,0.8460714285714286
13,14,0.8989795918367347,0.8247252747252747,0.10205426657989973,0.822701465201465,0.8404761904761905,0.8119047619047619,0.8376984126984126,0.8452380952380952
14,15,0.9078231292517007,0.8247252747252747,0.10205426657989973,0.8219944026561672,0.8404761904761905,0.8119047619047619,0.8418253968253968,0.8442857142857143
15,16,0.9047619047619049,0.8324175824175823,0.10664468889632041,0.8303656147773794,0.811904761904762,0.8619047619047618,0.8765476190476189,0.830952380952381
16,17,0.9136054421768709,0.8181318681318681,0.11397917234089511,0.8140703740703741,0.8261904761904763,0.8142857142857143,0.8460173160173159,0.8278571428571428
17,18,0.9180272108843537,0.8175824175824176,0.10994504121565506,0.8151208595326243,0.8261904761904763,0.8119047619047619,0.8357142857142857,0.8242857142857144
18,19,0.9227891156462587,0.8335164835164834,0.09179643579348724,0.8296135808635808,0.8547619047619047,0.8142857142857143,0.8446284271284272,0.8642857142857142
19,20,0.9530612244897959,0.8247252747252747,0.07428089153558388,0.8224134199134199,0.8238095238095238,0.8261904761904761,0.8478174603174603,0.8351190476190476
20,21,0.9598639455782314,0.832967032967033,0.06146865044220668,0.8318156843156844,0.8238095238095239,0.8452380952380952,0.8575396825396826,0.836111111111111
21,22,0.9510204081632654,0.8252747252747252,0.06295679319749105,0.8224123180740828,0.8238095238095238,0.830952380952381,0.8567063492063491,0.8410714285714285
22,23,0.9544217687074831,0.8565934065934065,0.06513815504740093,0.8543582887700534,0.8380952380952381,0.8809523809523808,0.8955952380952382,0.8571428571428571
23,24,0.9564625850340137,0.8714285714285713,0.06260415116791831,0.8700187312687312,0.8380952380952381,0.911904761904762,0.9176587301587302,0.8595238095238095
24,25,0.9571428571428573,0.8637362637362637,0.04809567051185307,0.8621399433899433,0.8523809523809524,0.8785714285714284,0.890873015873016,0.8678571428571429
25,26,0.9547619047619047,0.8637362637362637,0.04809567051185307,0.8626993839493838,0.8666666666666666,0.8642857142857142,0.878968253968254,0.8738095238095237
26,27,0.9639455782312926,0.8571428571428571,0.0629674484896377,0.8536477493095139,0.8666666666666666,0.8428571428571429,0.8775396825396825,0.8833333333333334
27,28,0.970748299319728,0.887912087912088,0.07814312423105199,0.8861231905349551,0.880952380952381,0.8952380952380953,0.9098809523809525,0.8922619047619047
28,29,0.9639455782312926,0.887912087912088,0.07814312423105199,0.8861231905349551,0.880952380952381,0.8952380952380953,0.9098809523809525,0.8922619047619047
29,30,0.9659863945578232,0.8642857142857142,0.08535859639425707,0.860102128263893,0.8666666666666666,0.8619047619047618,0.8900396825396826,0.8879761904761905
30,31,0.9612244897959185,0.8719780219780219,0.08699344510327439,0.8676995308612956,0.8809523809523808,0.8619047619047618,0.8918253968253967,0.9046428571428573
31,32,0.9612244897959185,0.8719780219780219,0.08699344510327439,0.8676995308612956,0.8809523809523808,0.8619047619047618,0.8918253968253967,0.9046428571428573
32,33,0.9547619047619047,0.8642857142857142,0.08535859639425707,0.8599156480774127,0.8809523809523808,0.8452380952380952,0.8775396825396825,0.9022619047619049
33,34,0.9568027210884354,0.8719780219780219,0.08699344510327439,0.8676995308612956,0.8809523809523808,0.8619047619047618,0.8918253968253967,0.9046428571428573
34,35,0.9544217687074831,0.8565934065934065,0.08290252123231345,0.8515444359562008,0.8809523809523808,0.8285714285714285,0.8678174603174604,0.9022619047619049
35,36,0.9646258503401361,0.8868131868131869,0.08871731351272742,0.8825896407514054,0.8976190476190476,0.8761904761904763,0.9084920634920636,0.9207142857142857
36,37,0.9646258503401361,0.8785714285714287,0.07428089153558391,0.8742162004662006,0.8976190476190476,0.8571428571428573,0.894047619047619,0.9207142857142857
37,38,0.9646258503401361,0.8714285714285713,0.07234779979586829,0.8668123543123544,0.8833333333333334,0.8571428571428573,0.894047619047619,0.9109920634920634
38,39,0.9646258503401361,0.8714285714285713,0.07234779979586829,0.8668123543123544,0.8833333333333334,0.8571428571428573,0.894047619047619,0.9109920634920634
39,40,0.9622448979591838,0.8714285714285713,0.07234779979586829,0.8668123543123544,0.8833333333333334,0.8571428571428573,0.894047619047619,0.9109920634920634
40,41,0.9598639455782314,0.893956043956044,0.08231780692329517,0.8902797202797202,0.8976190476190476,0.8880952380952382,0.9180555555555555,0.9207142857142857
41,42,0.9761904761904763,0.9016483516483517,0.05104931489341946,0.899519647019647,0.911904761904762,0.8880952380952382,0.9180555555555555,0.925
42,43,0.9741496598639456,0.9093406593406593,0.047424935444044164,0.9078908591408592,0.911904761904762,0.9047619047619048,0.9277777777777778,0.925
43,44,0.9717687074829933,0.9016483516483517,0.05104931489341946,0.899519647019647,0.911904761904762,0.8880952380952382,0.9180555555555555,0.925
44,45,0.9714285714285715,0.893956043956044,0.06439233302937518,0.8913594738594739,0.8976190476190476,0.8880952380952382,0.9180555555555555,0.9166666666666666
45,46,0.9666666666666668,0.893956043956044,0.06439233302937518,0.8913594738594739,0.8976190476190476,0.8880952380952382,0.9180555555555555,0.9166666666666666
46,47,0.9693877551020409,0.9016483516483517,0.05104931489341946,0.8989323176823177,0.9261904761904762,0.8714285714285716,0.9083333333333332,0.9357142857142857
47,48,0.9673469387755101,0.893956043956044,0.06439233302937518,0.8907721445221446,0.911904761904762,0.8714285714285716,0.9083333333333332,0.9273809523809524
48,49,0.9714285714285715,0.893956043956044,0.06439233302937518,0.8907721445221446,0.911904761904762,0.8714285714285716,0.9083333333333332,0.9273809523809524
49,50,0.9714285714285715,0.893956043956044,0.06439233302937518,0.8907721445221446,0.911904761904762,0.8714285714285716,0.9083333333333332,0.9273809523809524
50,51,0.9710884353741497,0.893956043956044,0.06439233302937518,0.8907721445221446,0.911904761904762,0.8714285714285716,0.9083333333333332,0.9273809523809524
51,52,0.9710884353741497,0.9016483516483517,0.07235939009404677,0.8984644522144523,0.9261904761904762,0.8714285714285716,0.9083333333333332,0.9416666666666667
52,53,0.9690476190476192,0.9016483516483517,0.07235939009404677,0.8984644522144523,0.9261904761904762,0.8714285714285716,0.9083333333333332,0.9416666666666667
53,54,0.9554421768707483,0.9016483516483517,0.07235939009404677,0.8984644522144523,0.9261904761904762,0.8714285714285716,0.9083333333333332,0.9416666666666667
54,55,0.9530612244897959,0.893956043956044,0.08231780692329514,0.8910780885780886,0.911904761904762,0.8714285714285716,0.9055555555555556,0.9216666666666666
55,56,0.9506802721088435,0.8862637362637363,0.07453334901679701,0.8831993006993006,0.8952380952380954,0.8714285714285716,0.9055555555555556,0.9091666666666667
56,57,0.9551020408163267,0.8862637362637363,0.07453334901679701,0.8831993006993006,0.8952380952380954,0.8714285714285716,0.9055555555555556,0.9091666666666667
57,58,0.9510204081632653,0.893956043956044,0.08231780692329514,0.8910780885780886,0.911904761904762,0.8714285714285716,0.9055555555555556,0.9216666666666666
58,59,0.9510204081632653,0.8862637362637363,0.07453334901679701,0.8831993006993006,0.8952380952380954,0.8714285714285716,0.9055555555555556,0.9091666666666667
59,60,0.9486394557823129,0.8862637362637363,0.07453334901679701,0.8831993006993006,0.8952380952380954,0.8714285714285716,0.9055555555555556,0.9091666666666667
60,61,0.9486394557823129,0.8862637362637363,0.07453334901679701,0.8831993006993006,0.8952380952380954,0.8714285714285716,0.9055555555555556,0.9091666666666667
61,62,0.9421768707482994,0.8637362637362639,0.06900655593423544,0.8601806526806527,0.8666666666666666,0.8547619047619047,0.8930555555555555,0.8782142857142858
62,63,0.939795918367347,0.8637362637362639,0.06900655593423544,0.8601806526806527,0.8666666666666666,0.8547619047619047,0.8930555555555555,0.8782142857142858
63,64,0.9418367346938776,0.8714285714285716,0.07108492520589813,0.8685518648018646,0.8666666666666666,0.8714285714285716,0.9027777777777779,0.8782142857142858
64,65,0.939795918367347,0.8637362637362639,0.06900655593423544,0.8601806526806527,0.8666666666666666,0.8547619047619047,0.8930555555555555,0.8782142857142858
65,66,0.9350340136054422,0.8637362637362639,0.06900655593423544,0.8601806526806527,0.8666666666666666,0.8547619047619047,0.8930555555555555,0.8782142857142858
66,67,0.9306122448979591,0.8637362637362639,0.06900655593423544,0.8601806526806527,0.8666666666666666,0.8547619047619047,0.8930555555555555,0.8782142857142858
67,68,0.928231292517007,0.8483516483516483,0.08009339903386999,0.8435331335331335,0.8666666666666666,0.8214285714285714,0.870436507936508,0.8708333333333333
68,69,0.9261904761904762,0.8483516483516483,0.08009339903386999,0.8435331335331335,0.8666666666666666,0.8214285714285714,0.870436507936508,0.8708333333333333
69,70,0.9261904761904762,0.8483516483516483,0.08009339903386999,0.8435331335331335,0.8666666666666666,0.8214285714285714,0.870436507936508,0.8708333333333333
70,71,0.9261904761904762,0.8483516483516483,0.08009339903386999,0.8435331335331335,0.8666666666666666,0.8214285714285714,0.870436507936508,0.8708333333333333
71,72,0.9261904761904762,0.8483516483516483,0.08009339903386999,0.8435331335331335,0.8666666666666666,0.8214285714285714,0.870436507936508,0.8708333333333333
72,73,0.923469387755102,0.8483516483516483,0.08009339903386999,0.8435331335331335,0.8666666666666666,0.8214285714285714,0.870436507936508,0.8708333333333333
73,74,0.9234693877551022,0.8483516483516483,0.08009339903386999,0.8435331335331335,0.8666666666666666,0.8214285714285714,0.870436507936508,0.8708333333333333
74,75,0.923469387755102,0.8483516483516483,0.09510416054250026,0.8438111888111889,0.8690476190476192,0.8214285714285714,0.8680555555555556,0.8714285714285716
75,76,0.9190476190476191,0.8489010989010989,0.09464630166816283,0.8450761738261738,0.8690476190476192,0.8238095238095238,0.8634920634920634,0.8696428571428572
76,77,0.920748299319728,0.8489010989010989,0.07954919003840293,0.8455685980685981,0.8690476190476192,0.8238095238095238,0.8621031746031746,0.874642857142857
77,78,0.9159863945578233,0.8489010989010989,0.07954919003840293,0.8455685980685981,0.8690476190476192,0.8238095238095238,0.8621031746031746,0.874642857142857
78,79,0.9112244897959185,0.8489010989010989,0.07954919003840293,0.8455685980685981,0.8690476190476192,0.8238095238095238,0.8621031746031746,0.874642857142857
79,80,0.9132653061224489,0.8489010989010989,0.10135505321052499,0.8447735597735597,0.8547619047619047,0.8404761904761905,0.8751984126984127,0.8689285714285713
80,81,0.9064625850340138,0.8335164835164836,0.08645193069035628,0.8300957375957376,0.8238095238095238,0.8404761904761905,0.8724206349206349,0.8351587301587303
81,82,0.9040816326530612,0.8335164835164836,0.08645193069035628,0.8300957375957376,0.8238095238095238,0.8404761904761905,0.8724206349206349,0.8351587301587303
82,83,0.8972789115646259,0.8335164835164836,0.08645193069035628,0.8300957375957376,0.8238095238095238,0.8404761904761905,0.8724206349206349,0.8351587301587303
83,84,0.9,0.8335164835164836,0.07847937262900806,0.8300008325008325,0.8214285714285714,0.8404761904761905,0.8724206349206349,0.8333730158730159
84,85,0.8996598639455783,0.8412087912087912,0.09100371195378736,0.8376931401931401,0.8357142857142856,0.8404761904761905,0.8724206349206349,0.8476587301587303
