iter	Logloss
132	0.095546952
133	0.09439952285
134	0.09392423983
135	0.09297241105
136	0.09207548919
137	0.09132657228
138	0.09048005387
139	0.08973585235
140	0.08911185794
141	0.0883214562
142	0.08693958212
143	0.08591123864
144	0.08500570721
145	0.08432262915
146	0.08332851198
147	0.0823704225
148	0.081571526
149	0.08075991383
150	0.07965834052
151	0.0790069898
152	0.07851150301
153	0.07762052395
154	0.07700819439
155	0.07627811255
156	0.07527742562
157	0.07416777258
158	0.0735861063
159	0.07255690186
160	0.07166860722
161	0.07087208607
162	0.07048687228
163	0.06972772987
164	0.06880011382
165	0.06809815213
166	0.06726049935
167	0.06644320488
168	0.06592038826
169	0.06512365518
170	0.0643007667
171	0.06380550067
172	0.06301056897
173	0.06230862935
174	0.06168795073
175	0.06110428881
176	0.06058926053
177	0.05994823244
178	0.05916198978
179	0.05828738213
180	0.05763179285
181	0.05694495749
182	0.05647243394
183	0.05578330711
184	0.05517645235
185	0.05471006146
186	0.05423568796
187	0.05354318795
188	0.05276719288
189	0.05224020834
190	0.05165745594
191	0.0511222283
192	0.05071164502
193	0.05034407863
194	0.04976039463
195	0.049210257
196	0.04866441091
197	0.04813585899
198	0.0476486418
199	0.04713575045
200	0.04673229765
201	0.0463141512
202	0.04592402776
203	0.04544751732
204	0.04503997167
205	0.04471058316
206	0.04423515885
207	0.04380113549
208	0.04295870993
209	0.04251498205
210	0.04213281031
211	0.04166598673
212	0.04126261782
213	0.0408678408
214	0.04031847141
215	0.03995773527
216	0.03968222936
217	0.03924240889
218	0.03884537132
219	0.0384787012
220	0.038180859
221	0.03776600184
222	0.03736834614
223	0.03707836734
224	0.03672031341
225	0.03646773762
226	0.03605759144
227	0.03572894909
228	0.03548411087
229	0.03524192174
230	0.03489477988
231	0.03463436498
232	0.03433358669
233	0.03406737027
234	0.03375659607
235	0.03349551448
236	0.03319649785
237	0.03293846272
238	0.03259268513
239	0.03227856424
240	0.03204430916
241	0.03168090185
242	0.03130965321
243	0.03102082235
244	0.03078084963
245	0.03053803797
246	0.03031926685
247	0.02998367062
248	0.02962875366
249	0.02948864301
250	0.02921802026
251	0.02896856158
252	0.02874565566
253	0.02848043265
254	0.02827466417
255	0.02804020599
256	0.02786302567
257	0.02749613921
258	0.02730438886
259	0.02691785053
260	0.02677490093
261	0.0266285053
262	0.02647449352
263	0.02628473441
264	0.02592272449
265	0.02572375977
266	0.02555293949
267	0.02536073217
268	0.02518804868
269	0.02486531381
270	0.02469639866
271	0.02450274097
272	0.02427540002
273	0.02393618778
274	0.02362981991
275	0.02345724459
276	0.02329011537
277	0.02308415042
278	0.0229793787
279	0.02288124738
280	0.02262033357
281	0.02239029054
282	0.0222437161
283	0.02209783042
284	0.02194717637
285	0.0218263997
286	0.02170616168
287	0.02157254572
288	0.02146168771
289	0.02131945778
290	0.02120524866
291	0.0210934171
292	0.02094255553
293	0.02079398985
294	0.02061257097
295	0.02045275547
296	0.02027405191
297	0.02016009004
298	0.01999242659
299	0.01981231901
300	0.01966889258
301	0.01950446323
302	0.01938370422
303	0.01929189099
304	0.01914723714
305	0.01902850027
306	0.0189244703
307	0.01878197988
308	0.01870816284
309	0.01859773971
310	0.0184685025
311	0.01839447132
312	0.01830515817
313	0.0181946909
314	0.01805499748
315	0.01792500196
316	0.01783080896
317	0.01775313196
318	0.01760328589
319	0.01752690585
320	0.01745164946
321	0.01736796344
322	0.01728044837
323	0.01719831096
324	0.01709323018
325	0.01700091141
326	0.01692640781
327	0.01679640346
328	0.01672113162
329	0.01658523303
330	0.01649130274
331	0.01640130745
332	0.01632009612
333	0.0162247033
334	0.01613407003
335	0.01607560891
336	0.01599683254
337	0.01592946384
338	0.01583781066
339	0.01574207456
340	0.01567656795
341	0.01558596448
342	0.01550903806
343	0.01543133016
344	0.01534460209
345	0.01519526376
346	0.01514267921
347	0.01508559231
348	0.01501291549
349	0.0149465424
350	0.01488303917
351	0.01481724006
352	0.01475627996
353	0.01468570034
354	0.01461950276
355	0.01457013686
356	0.01452482299
357	0.01445260975
358	0.01440582342
359	0.01434729055
360	0.01427640076
361	0.01419337701
362	0.01414103861
363	0.01406878674
364	0.01401555097
365	0.01396803282
366	0.01386343881
367	0.01380571944
368	0.013751594
369	0.01368939987
370	0.01361941187
371	0.01355969795
372	0.01347302176
373	0.0133999564
374	0.01334020827
375	0.01329505554
376	0.01321905189
377	0.01316884933
378	0.01308910935
379	0.01303649611
380	0.01295361254
381	0.01291699321
382	0.01287999528
383	0.01283528628
384	0.01279111482
385	0.01271481095
386	0.0126337398
387	0.01257993336
388	0.01251691801
389	0.01245686301
390	0.01241432958
391	0.01237006872
392	0.01230227947
393	0.01225386615
394	0.0121986579
395	0.01215631874
396	0.01211661542
397	0.01204333703
398	0.01198734619
399	0.011925311
400	0.01187012151
401	0.01181842
402	0.01176668096
403	0.0117070719
404	0.01161265152
405	0.01156229112
406	0.0115124506
407	0.01146865664
408	0.01143904086
409	0.01140129566
410	0.01135193198
411	0.01130989084
412	0.01127865138
413	0.01121182133
414	0.01117016209
415	0.01112846202
416	0.01107508386
417	0.01101937559
418	0.01097877158
419	0.01091950028
420	0.01087420075
421	0.01082005324
422	0.01077023149
423	0.01072797179
424	0.01068579268
425	0.0106295855
426	0.01059200918
427	0.01055581923
428	0.01052628623
429	0.01049012387
430	0.01046171233
431	0.01042475524
432	0.01038075818
433	0.01034407483
434	0.01027362987
435	0.01021585089
436	0.01018394806
437	0.01014764
438	0.01008860601
439	0.01003747516
440	0.01001423266
441	0.009963607347
442	0.009918694143
443	0.009870438664
444	0.009841255568
445	0.009798800504
446	0.009776898004
447	0.009732928541
448	0.009704267537
449	0.00967366276
450	0.009631287169
451	0.009589073835
452	0.009533704431
453	0.009485032823
454	0.00945166526
455	0.009409518154
456	0.009373444098
457	0.009338527918
458	0.009319762389
459	0.009274458444
460	0.009243307842
461	0.00921338024
462	0.009178334916
463	0.009137872193
464	0.009107531773
465	0.009072865601
466	0.009044732209
467	0.009025471078
468	0.008999306295
469	0.008975357921
470	0.00894631611
471	0.008915897321
472	0.008895845877
473	0.008860270182
474	0.008816556246
475	0.008795051663
476	0.008763915963
477	0.008728827591
478	0.008702614793
479	0.008684108103
480	0.008663340851
481	0.008646331452
482	0.008615678107
483	0.008585491114
484	0.00855707184
485	0.008539005562
486	0.008508111592
487	0.008483310541
488	0.008455468549
489	0.008423762189
490	0.008399953997
491	0.008381190123
492	0.00834625849
493	0.008327620449
494	0.008302447972
495	0.008276777135
496	0.008249556577
497	0.008219763085
498	0.008199724886
499	0.008182091294
