iter	Logloss
0	0.6786472886
1	0.6630276574
2	0.6475093276
3	0.6323274683
4	0.6159035012
5	0.5990997597
6	0.586771082
7	0.5721751672
8	0.5634730304
9	0.5502011334
10	0.5405897918
11	0.5293776547
12	0.5157294803
13	0.5072899924
14	0.4987757647
15	0.48995237
16	0.4817220193
17	0.4730146196
18	0.464434659
19	0.4536280102
20	0.4466958223
21	0.4390820397
22	0.4288780071
23	0.4213564837
24	0.4142936071
25	0.4077283012
26	0.4010281033
27	0.3973672655
28	0.3921050319
29	0.3849916811
30	0.3780136815
31	0.3708050339
32	0.3655992084
33	0.3576775304
34	0.3543518208
35	0.3492568687
36	0.3419825236
37	0.3344161422
38	0.3289679775
39	0.3234915557
40	0.3162201775
41	0.3105491709
42	0.3062271542
43	0.30034973
44	0.2965276153
45	0.2920261666
46	0.2840439832
47	0.2799787875
48	0.2760568018
49	0.2723135418
50	0.2679544555
51	0.2642171295
52	0.2608713397
53	0.2567802888
54	0.2534864744
55	0.2486667633
56	0.2445890462
57	0.2401553437
58	0.2362059134
59	0.2324729142
60	0.2295341315
61	0.2268793318
62	0.2226574156
63	0.2186666418
64	0.2156896944
65	0.2128962764
66	0.2105921993
67	0.2074873183
68	0.2035228588
69	0.1999480813
70	0.1972995687
71	0.1944397291
72	0.1908512469
73	0.1880615729
74	0.1857624054
75	0.1837265227
76	0.1812162399
77	0.1780243273
78	0.1759332728
79	0.1746396312
80	0.1732777313
81	0.1706562395
82	0.1677261105
83	0.166137766
84	0.1640566367
85	0.1616346395
86	0.1599188911
87	0.1581301159
88	0.1563746488
89	0.1547967063
90	0.1527259262
91	0.1513452883
92	0.1498929306
93	0.1482538294
94	0.1463076627
95	0.1444675569
96	0.1428577458
97	0.1416676486
98	0.139469915
99	0.1372752455
100	0.135366899
101	0.1336166064
102	0.1319404796
103	0.1308568319
104	0.1290065183
105	0.1277467233
106	0.1263576525
107	0.1251097079
108	0.1241387614
109	0.1224195516
110	0.1207416146
111	0.1199894393
112	0.1188479618
113	0.1175215598
114	0.1165964162
115	0.114813213
116	0.1135567206
117	0.1128853869
118	0.1116333184
119	0.1104674781
120	0.1094561418
121	0.1084713406
122	0.1073689372
123	0.1063871472
124	0.1049793915
125	0.103408319
126	0.102413566
127	0.1012768304
128	0.1000982655
129	0.0989068879
130	0.09812024788
131	0.09699694316
